profession,city,state,combined
"['design', 'engineer', 'consultant']",['bangalore'],['karnataka'],"['design', 'engineer', 'consultant', 'bangalore', 'karnataka']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['kurduwadi'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'kurduwadi', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['nagpur'],['maharasthra'],"['agencies', 'deal', 'instrumentation', 'nagpur', 'maharasthra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['raipur'],['chhattisgarh'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'raipur', 'chhattisgarh']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['malegaon'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'malegaon', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['chennai'],['tamil nadu'],"['agencies', 'deal', 'instrumentation', 'chennai', 'tamil nadu']"
"['engineer', 'operator', 'new', 'technology']",['sangli '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'sangli ', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['amravati'],['maharashtra'],"['design', 'engineer', 'consultant', 'amravati', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kolhapur'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'kolhapur', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra '],"['design', 'engineer', 'consultant', 'pune', 'maharashtra ']"
"['academician', 'student', 'engineering', 'college']",['kolhapur'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'kolhapur', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['bangalore '],['karnataka '],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'bangalore ', 'karnataka ']"
"['engineer', 'operator', 'new', 'technology']",['mahad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mahad', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['shahada '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'shahada ', 'maharashtra ']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['investor', 'banker', 'venture', 'capitalist']",['mumbai'],['maharashtra'],"['investor', 'banker', 'venture', 'capitalist', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mulund'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mulund', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']","['mulund,']",['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mulund,', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['ratnagiri'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'ratnagiri', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['chiplun'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'chiplun', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'navi mumbai ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['palus'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'palus', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['pune'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mahad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mahad', 'maharashtra']"
"['design', 'engineer', 'consultant']",['thane'],['maharashtra'],"['design', 'engineer', 'consultant', 'thane', 'maharashtra']"
"['design', 'engineer', 'consultant']",['nairobi '],['nairobi'],"['design', 'engineer', 'consultant', 'nairobi ', 'nairobi']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['thane west'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane west', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['sohna'],['delhi'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'sohna', 'delhi']"
"['engineer', 'operator', 'new', 'technology']",['manchar'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'manchar', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['khed'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'khed', 'maharashtra']"
"['design', 'engineer', 'consultant']",['navi mumbai'],['maharastra'],"['design', 'engineer', 'consultant', 'navi mumbai', 'maharastra']"
"['engineer', 'operator', 'new', 'technology']",['dombivali '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'dombivali ', 'maharashtra ']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['faridabad'],['haryana'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'faridabad', 'haryana']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nagpur'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nagpur', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['srinagar'],['jammu and kashmir'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'srinagar', 'jammu and kashmir']"
"['engineer', 'operator', 'new', 'technology']",['dombivli'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'dombivli', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['vashi'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'vashi', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['navi mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['navi mumbai'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'navi mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['dahanu'],['maharashatra'],"['academician', 'student', 'engineering', 'college', 'dahanu', 'maharashatra']"
"['engineer', 'operator', 'new', 'technology']",['nagothane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nagothane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['pune '],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'pune ', 'maharashtra ']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mohali'],['pb'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mohali', 'pb']"
"['academician', 'student', 'engineering', 'college']",['mumabai'],['mharashtra'],"['academician', 'student', 'engineering', 'college', 'mumabai', 'mharashtra']"
"['engineer', 'operator', 'new', 'technology']",['akola'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'akola', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['delhi'],['delhi (nct)'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'delhi', 'delhi (nct)']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nagpur'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nagpur', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['thane'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['academician', 'student', 'engineering', 'college']",['islampur'],['maharashtra'],"['academician', 'student', 'engineering', 'college', 'islampur', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['aurangabad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'aurangabad', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nanded'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'nanded', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['raigad'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'raigad', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['bina'],['madhya pradesh'],"['engineer', 'operator', 'new', 'technology', 'bina', 'madhya pradesh']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['mumbai suburban'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'mumbai suburban', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']","['ambajogai,beed']",['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'ambajogai,beed', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['baramati'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'baramati', 'maharashtra']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra']"
"['design', 'engineer', 'consultant']",['pune'],['maharashtra'],"['design', 'engineer', 'consultant', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['ahmedabad'],['gujarat'],"['design', 'engineer', 'consultant', 'ahmedabad', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['rajkot'],['gujarat'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'rajkot', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['kolkata'],['west bengal'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'kolkata', 'west bengal']"
"['engineer', 'operator', 'new', 'technology']",['nerul'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nerul', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['kalwa'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'kalwa', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['chennai'],['tamil nadu'],"['agencies', 'deal', 'instrumentation', 'chennai', 'tamil nadu']"
"['engineer', 'operator', 'new', 'technology']",['pune'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'pune', 'maharashtra']"
"['design', 'engineer', 'consultant']",['bharudi'],['gujarat'],"['design', 'engineer', 'consultant', 'bharudi', 'gujarat']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['purchase', 'personnel', 'boiler', 'manufacturing', 'company']",['pune'],['maharastra'],"['purchase', 'personnel', 'boiler', 'manufacturing', 'company', 'pune', 'maharastra']"
"['purchase', 'personnel', 'boiler', 'user', 'industry']",['pune'],['maharashtra'],"['purchase', 'personnel', 'boiler', 'user', 'industry', 'pune', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['mumbai'],['maharashtra '],"['engineer', 'operator', 'new', 'technology', 'mumbai', 'maharashtra ']"
"['design', 'engineer', 'consultant']",['mumbai'],['maharashtra'],"['design', 'engineer', 'consultant', 'mumbai', 'maharashtra']"
"['agencies', 'deal', 'instrumentation']",['thane'],['maharashtra'],"['agencies', 'deal', 'instrumentation', 'thane', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['nerul'],['maharashtra'],"['engineer', 'operator', 'new', 'technology', 'nerul', 'maharashtra']"
"['engineer', 'operator', 'new', 'technology']",['vadodara'],['gujrat '],"['engineer', 'operator', 'new', 'technology', 'vadodara', 'gujrat ']"
"['design', 'engineer', 'consultant']",['kadi'],['gujarat'],"['design', 'engineer', 'consultant', 'kadi', 'gujarat']"
"['design', 'engineer', 'consultant']",['kadi'],['gujarat'],"['design', 'engineer', 'consultant', 'kadi', 'gujarat']"
