Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event Type,Event Month,Attendee Demographics,ROI Metrics,Feedback
0,0,2,79189,9.0,3,0,6,0,4.8,1
2,2,0,60364,5.0,3,2,7,2,4.9,1
3,2,2,59559,9.0,2,3,9,0,2.8,1
5,2,2,18397,9.0,0,0,12,4,4.5,2
1,2,0,43108,1.0,1,3,10,1,2.8,1
4,1,1,58113,11.0,1,0,3,1,2.7,0
5,2,1,54888,2.0,1,0,12,1,4.6,2
2,0,0,28312,3.0,0,3,10,4,4.0,2
3,0,0,75022,2.0,3,2,6,1,2.1,2
4,0,0,49498,7.0,0,2,11,3,3.6,0
3,2,0,17264,3.0,1,0,10,0,3.1,1
4,0,0,45473,7.0,2,2,3,4,4.6,1
5,0,1,72528,6.0,0,0,8,4,4.9,0
4,0,1,73921,3.0,2,2,3,2,3.5,2
4,2,1,61015,5.0,3,3,10,2,2.5,2
3,1,2,79487,7.0,3,1,11,1,2.8,0
5,2,1,46309,7.0,1,0,6,3,3.1,1
3,1,2,15603,8.0,0,0,8,2,4.4,1
1,2,2,37853,8.0,2,0,3,0,2.1,1
2,2,1,95571,3.0,2,2,3,1,4.6,1
5,2,1,59280,6.0,3,2,6,3,2.1,1
2,0,1,72050,6.0,3,1,9,2,4.6,2
3,2,0,98259,10.0,0,2,2,3,3.4,1
1,2,0,78133,9.0,1,1,1,2,4.0,0
1,1,2,92475,8.0,0,1,12,0,4.9,1
2,1,2,49266,2.0,1,2,6,2,4.3,2
0,0,2,73479,5.0,1,2,2,0,2.9,2
1,2,2,63152,3.0,3,2,11,1,4.9,0
4,2,2,17206,1.0,0,1,10,0,3.8,2
5,0,1,95973,8.0,3,1,4,1,4.5,0
3,2,1,55510,11.0,0,2,3,1,2.0,2
2,0,1,98937,11.0,3,3,10,0,3.4,1
0,2,1,24025,10.0,1,1,3,4,3.9,1
1,1,2,74682,2.0,2,2,9,1,3.9,1
2,2,0,58781,3.0,2,2,8,0,4.2,0
4,1,2,78713,5.0,2,0,6,2,4.1,0
1,1,1,34573,1.0,0,1,10,0,4.1,0
0,2,2,84056,3.0,0,2,11,1,3.4,2
5,0,0,91362,3.0,1,2,8,4,3.7,1
1,1,1,85685,4.0,3,3,11,1,2.9,2
0,0,2,91384,5.0,2,1,3,3,4.9,0
1,1,1,30298,11.0,0,3,12,3,4.9,1
3,2,2,50223,9.0,2,0,11,3,2.4,0
5,2,2,81139,1.0,0,3,7,0,3.7,2
1,1,1,28252,8.0,3,3,10,0,2.5,0
3,0,1,59631,1.0,0,0,9,3,3.6,0
4,2,2,69746,11.0,0,2,6,3,2.9,2
4,2,0,22136,10.0,0,3,2,4,3.7,2
0,2,1,60097,2.0,0,2,6,1,3.1,0
5,0,1,87560,10.0,3,2,4,3,2.0,2
5,0,2,88047,10.0,1,0,10,3,3.6,0
4,2,2,19859,8.0,0,2,9,3,2.5,1
4,1,2,56265,2.0,2,1,11,3,2.0,1
0,2,0,57372,12.0,1,3,1,3,3.8,1
3,0,0,37994,4.0,0,2,12,4,2.6,1
1,1,1,47195,12.0,0,3,4,4,2.7,1
3,2,0,95036,10.0,0,0,2,4,3.2,1
5,1,0,97671,9.0,2,0,10,4,2.5,0
4,1,0,79436,7.0,3,2,2,1,2.3,1
0,1,1,71501,12.0,2,2,11,0,2.1,1
4,0,2,23494,4.0,1,3,10,4,2.5,1
0,0,2,14205,8.0,3,0,1,0,3.6,2
3,2,2,56343,4.0,0,0,2,1,4.6,0
3,1,1,66122,10.0,3,2,2,1,3.0,1
3,1,0,94030,10.0,1,0,11,0,4.2,0
4,1,2,77532,2.0,0,1,9,4,4.7,1
4,2,2,39244,9.0,2,0,2,0,4.5,0
4,1,2,11349,11.0,0,3,7,4,3.4,0
2,1,2,18757,10.0,2,0,9,1,4.0,2
0,2,0,51164,4.0,3,0,7,0,2.6,1
1,0,0,12770,9.0,3,3,6,2,2.8,1
0,0,0,65881,6.0,2,1,3,4,3.8,2
3,1,0,41858,12.0,2,2,8,0,2.7,2
1,0,1,95535,8.0,0,0,8,1,4.8,0
0,0,2,73251,1.0,2,2,11,0,3.0,0
3,2,1,43120,2.0,0,0,2,4,3.0,2
1,1,2,95693,10.0,2,1,8,3,3.4,0
0,2,2,73133,8.0,0,0,8,3,3.9,0
1,2,1,13742,3.0,1,3,1,4,3.0,0
5,1,1,37101,7.0,1,3,8,1,4.5,1
1,0,2,54063,4.0,0,0,2,1,4.1,1
4,2,0,54324,4.0,0,0,12,0,4.0,1
2,2,2,72142,8.0,0,2,10,0,4.5,0
3,2,2,87296,11.0,2,2,3,0,2.8,2
3,0,1,28949,4.0,1,2,10,0,2.2,2
2,0,1,87979,11.0,2,1,11,2,2.8,2
1,0,0,98404,12.0,3,3,4,1,3.6,0
1,0,0,73995,5.0,1,1,9,0,2.1,1
0,1,0,53988,12.0,2,0,9,1,3.3,0
4,2,0,97342,3.0,1,0,1,1,4.3,1
5,2,2,76632,6.0,0,2,3,2,4.8,2
5,1,2,77986,7.0,2,0,8,4,2.6,2
4,1,1,34691,12.0,0,2,10,3,2.8,0
1,2,1,42506,7.0,3,0,2,4,4.1,0
5,1,2,39677,12.0,1,0,6,3,4.1,2
0,1,1,84958,4.0,0,2,2,1,4.4,0
0,0,1,44981,7.0,3,3,6,4,4.6,2
5,2,2,96236,9.0,2,2,5,0,4.4,2
3,1,1,51639,9.0,1,2,12,3,3.2,1
2,2,1,12130,11.0,2,3,8,3,2.5,2
1,1,1,42771,6.0,2,2,11,3,3.5,0
2,2,1,40368,10.0,1,0,9,3,4.5,1
0,2,0,69256,6.0,3,2,3,1,2.8,2
1,1,0,58441,11.0,1,3,1,3,4.4,0
0,2,1,85562,2.0,1,0,10,4,4.4,1
4,0,2,33533,12.0,1,0,1,0,2.6,2
3,2,2,20728,2.0,2,0,7,0,3.3,1
3,0,1,90145,2.0,1,2,11,1,4.1,2
0,1,2,94808,11.0,2,2,12,0,4.4,0
3,0,2,40538,8.0,0,2,12,1,4.9,2
4,1,2,68804,12.0,0,0,6,2,4.7,0
2,0,2,57788,7.0,1,1,4,1,4.8,0
5,2,2,91154,12.0,2,2,10,2,4.4,1
4,2,0,50125,6.0,3,3,12,0,2.7,2
2,0,2,91116,5.0,0,1,9,1,4.0,0
5,2,0,48787,6.0,1,0,8,3,4.0,1
2,0,0,72264,9.0,1,1,3,4,4.5,2
3,2,2,10744,5.0,3,1,4,3,3.4,2
2,2,1,66015,9.0,0,2,10,1,3.7,1
2,2,2,45009,10.0,2,1,10,4,2.0,1
2,2,2,74535,5.0,1,2,11,1,4.4,2
1,0,0,80396,2.0,3,2,10,0,4.7,0
3,0,1,14178,12.0,2,1,7,2,2.6,2
4,2,0,88084,9.0,0,1,4,2,4.5,0
2,1,0,79496,3.0,3,3,9,1,2.7,2
1,1,0,89785,6.0,1,1,8,1,2.6,2
1,2,2,75761,11.0,1,3,7,4,2.1,2
5,2,2,76233,8.0,3,2,6,0,3.7,2
1,1,0,65938,9.0,3,3,6,0,3.4,0
3,1,2,23857,5.0,1,2,5,4,4.8,2
1,0,1,93888,3.0,1,3,4,2,4.7,1
0,0,0,17028,11.0,3,2,6,4,2.1,1
3,2,0,25481,6.0,3,0,1,4,3.2,2
2,0,2,45578,9.0,1,3,6,2,3.9,2
3,2,1,27139,9.0,3,0,9,1,2.6,2
3,1,2,66512,2.0,3,2,7,3,2.5,2
4,2,2,98144,7.0,0,2,12,3,3.3,1
1,2,0,36786,12.0,1,0,4,2,4.7,2
1,1,1,74443,4.0,0,0,11,4,3.8,2
4,0,2,24823,6.0,2,1,10,1,3.9,2
0,2,0,54515,11.0,2,3,9,1,2.7,0
5,1,2,21737,3.0,2,0,7,1,4.2,2
0,0,0,69729,6.0,1,1,9,0,2.6,0
1,0,1,71272,1.0,2,0,5,0,2.4,1
0,2,1,73459,2.0,1,1,8,3,3.5,0
1,2,2,64198,2.0,0,1,1,1,3.5,2
2,2,1,89018,4.0,1,2,1,1,4.5,1
4,2,2,10982,8.0,0,3,2,4,5.0,0
1,2,1,50716,3.0,1,1,2,1,4.2,0
0,1,0,71099,9.0,0,0,11,2,2.1,0
0,1,2,97636,7.0,3,2,9,2,3.1,0
1,0,0,20077,10.0,3,3,4,1,4.9,0
1,2,0,17167,6.0,3,1,10,4,4.4,1
4,2,0,22085,11.0,2,0,6,4,4.8,0
1,2,2,56546,10.0,1,2,2,3,5.0,0
0,1,0,78330,3.0,1,2,8,0,3.1,1
2,1,2,77784,10.0,1,3,8,3,2.4,2
1,2,2,29264,9.0,0,2,4,0,2.3,0
2,2,0,65722,6.0,0,3,2,1,3.6,2
0,2,0,63735,3.0,2,3,1,2,2.7,1
2,0,0,54752,5.0,0,3,3,3,2.6,1
4,2,2,58583,4.0,1,2,2,4,3.7,1
2,2,2,71269,3.0,0,1,7,3,3.2,1
5,1,2,65344,12.0,0,0,12,4,2.9,0
4,0,2,77936,2.0,1,1,1,0,4.2,0
3,0,2,10272,7.0,2,1,11,2,3.7,0
1,2,2,20018,10.0,3,1,1,0,3.2,2
4,0,1,47289,11.0,1,3,6,4,2.7,1
1,1,2,14305,7.0,2,1,4,3,3.8,1
5,0,2,17008,12.0,2,3,9,1,2.3,1
0,0,2,89397,8.0,0,3,2,4,2.6,0
1,2,0,21592,2.0,3,0,12,4,2.8,0
3,1,2,91990,12.0,3,0,3,0,3.1,1
2,0,2,44086,11.0,3,0,3,2,4.8,1
3,0,0,43072,11.0,1,3,3,0,3.9,2
0,1,2,52387,8.0,2,0,4,0,3.4,0
4,2,0,90302,7.0,1,0,10,2,3.9,2
0,2,2,25299,7.0,2,1,1,0,3.6,0
1,1,1,62710,4.0,0,3,4,1,2.9,2
4,0,0,70765,3.0,2,3,6,4,2.4,1
2,0,2,15622,6.0,2,1,2,3,4.5,0
2,1,2,61893,11.0,0,3,7,1,2.7,1
3,1,0,80503,12.0,0,0,3,0,4.9,0
5,2,0,14511,5.0,2,3,8,0,2.1,2
4,1,1,30563,10.0,3,0,7,0,3.1,0
4,1,0,47146,8.0,3,1,6,1,4.2,2
0,2,0,20428,6.0,1,3,6,4,4.9,2
3,0,1,49053,10.0,2,1,2,1,4.9,0
1,0,2,83294,5.0,0,0,9,3,3.7,0
5,1,2,47944,5.0,0,0,8,4,3.7,1
1,2,2,42440,7.0,0,0,11,2,2.6,1
2,2,2,25603,6.0,1,0,8,3,3.2,1
1,2,2,53070,7.0,0,1,11,4,3.1,2
1,2,0,67328,11.0,1,2,4,0,2.9,0
0,2,1,34712,3.0,3,0,2,0,4.6,0
5,1,2,98765,9.0,3,0,11,3,3.3,0
2,0,0,90755,9.0,0,0,6,3,2.5,2
2,2,1,64856,12.0,3,3,6,0,2.1,0
0,0,1,48007,4.0,3,1,2,4,4.3,2
1,2,1,59299,8.0,1,3,12,4,4.8,2
5,0,2,89840,5.0,0,2,10,4,3.8,0
3,0,0,17256,4.0,2,1,6,0,4.6,0
0,2,0,32491,2.0,3,1,4,3,4.1,0
5,1,0,87036,2.0,0,1,10,0,3.5,1
5,0,0,56565,12.0,3,2,1,3,4.5,0
0,2,0,10330,7.0,3,1,4,4,4.2,0
0,1,2,98075,3.0,3,0,3,0,4.1,1
3,0,1,36844,8.0,0,1,8,2,3.7,0
0,1,2,24408,12.0,0,2,3,4,3.2,2
1,1,1,59846,9.0,2,2,4,4,3.2,0
2,2,0,29184,9.0,0,0,4,3,4.3,1
3,0,0,83542,11.0,1,3,8,3,4.9,2
5,1,0,34187,3.0,2,0,4,0,2.3,0
5,1,2,53324,11.0,2,0,8,4,3.4,2
5,1,1,20027,6.0,3,0,4,4,2.5,2
3,2,0,82222,6.0,0,0,8,3,2.4,1
3,1,2,28207,4.0,2,0,4,1,3.2,0
2,0,0,33615,5.0,1,1,12,1,3.6,2
5,0,0,62998,9.0,0,0,4,0,3.0,2
0,0,1,81126,1.0,0,0,7,3,2.0,1
5,0,2,73427,4.0,2,3,10,4,3.0,1
5,1,2,62654,7.0,1,1,3,3,3.9,2
0,2,1,13294,2.0,3,0,8,2,4.9,1
4,1,0,71255,1.0,2,1,3,3,3.2,1
2,2,2,83220,11.0,0,0,8,2,3.1,1
2,0,1,41404,3.0,0,3,4,2,2.2,0
4,1,0,49528,8.0,1,0,1,1,2.9,1
1,0,1,10649,7.0,3,1,9,3,4.0,1
5,1,1,65375,6.0,0,3,8,0,3.3,0
1,2,2,91460,11.0,2,0,8,1,4.7,1
1,0,0,14331,5.0,2,3,2,2,3.9,1
3,0,0,77835,7.0,3,0,12,4,5.0,1
5,0,1,66153,4.0,0,0,11,3,2.2,2
1,0,1,73364,10.0,1,2,1,3,4.1,2
3,2,1,49200,8.0,2,1,9,0,3.0,1
5,1,1,70375,1.0,3,3,2,4,2.5,1
3,1,0,47459,11.0,0,1,2,2,3.0,0
4,2,2,55961,2.0,1,0,12,0,3.5,2
4,0,0,68886,8.0,3,3,7,2,3.9,1
5,2,1,73226,4.0,3,2,11,1,4.3,2
3,0,2,25431,1.0,1,2,3,0,4.7,1
5,1,0,12817,7.0,0,3,3,2,2.1,2
4,1,2,41543,6.0,3,0,12,3,4.4,1
5,2,0,50387,8.0,3,3,3,1,4.7,2
5,1,0,49502,12.0,0,2,10,3,2.8,2
2,0,0,54261,10.0,3,1,7,2,2.7,1
4,1,2,58443,5.0,2,0,9,2,3.9,2
4,2,2,46786,9.0,3,3,10,3,2.2,1
4,0,1,14505,3.0,1,0,1,3,4.1,2
1,2,2,64638,4.0,1,2,4,4,3.0,0
2,2,2,51739,5.0,2,0,12,3,3.3,2
3,1,2,86263,11.0,1,3,6,3,3.4,1
2,0,1,28343,5.0,0,1,4,3,2.3,2
5,1,0,97696,9.0,3,1,4,2,2.3,0
4,1,2,71978,12.0,1,0,1,2,3.2,1
1,1,1,69352,9.0,1,3,11,2,2.1,0
4,1,1,41868,4.0,3,2,2,0,4.1,1
3,0,0,10959,10.0,0,3,8,2,2.2,2
3,0,2,71082,12.0,3,2,3,4,3.4,1
0,2,0,82196,4.0,1,1,11,0,4.9,2
1,0,0,96232,4.0,0,3,4,3,3.0,0
0,2,1,68365,3.0,3,1,12,1,3.8,1
5,1,2,53455,5.0,1,0,4,3,4.5,1
1,0,1,10989,8.0,0,1,12,2,2.0,2
4,2,0,75029,12.0,0,3,9,4,3.1,0
4,1,0,87343,11.0,3,1,3,0,2.5,2
5,1,1,37639,11.0,2,1,6,2,3.5,2
1,0,2,45755,4.0,0,3,7,2,2.2,2
0,1,1,79214,2.0,0,2,10,2,2.8,0
1,0,0,40468,8.0,0,2,2,1,3.0,0
0,1,0,14960,8.0,0,0,8,2,3.5,1
2,2,1,32044,5.0,3,0,5,2,4.4,1
2,2,0,98061,6.0,0,1,1,3,4.0,1
0,0,2,70423,2.0,0,2,8,1,3.3,0
4,0,0,59824,6.0,2,2,7,4,2.5,1
0,2,1,81679,6.0,2,3,12,4,4.1,0
2,2,2,39363,8.0,0,2,9,1,4.5,0
0,1,2,93663,2.0,3,3,12,2,3.4,1
5,0,0,50252,1.0,3,2,4,3,3.1,1
4,2,0,25418,7.0,2,2,10,4,3.1,2
4,2,2,55524,8.0,2,3,3,2,3.5,2
0,1,1,81382,6.0,0,1,4,0,3.7,0
3,2,2,12588,1.0,1,0,7,4,2.6,2
1,0,1,71774,2.0,2,2,4,2,2.7,1
1,2,2,81336,12.0,1,1,11,1,2.2,0
5,0,1,38822,6.0,0,0,9,3,3.9,2
0,0,1,28763,6.0,1,0,7,4,4.6,0
0,2,1,21391,7.0,0,1,9,0,4.9,2
3,2,2,38280,1.0,1,3,7,3,4.4,1
5,0,1,31507,5.0,2,3,10,2,4.4,2
3,1,2,15841,9.0,3,2,6,2,3.2,1
5,0,2,25271,4.0,0,1,12,0,4.3,2
3,1,0,17381,3.0,0,2,6,4,4.2,0
0,1,1,86276,1.0,2,3,7,2,3.3,1
3,1,2,97948,2.0,1,3,8,0,2.9,2
5,0,1,54944,4.0,1,0,11,0,2.7,1
5,0,0,28149,11.0,1,3,1,0,3.7,2
1,0,0,82694,10.0,1,2,10,2,4.3,1
4,1,0,98269,5.0,3,0,11,1,4.1,2
2,2,0,52872,2.0,2,3,12,3,3.3,1
0,0,0,47478,12.0,1,2,3,0,2.6,2
0,0,1,95208,11.0,3,2,4,3,4.8,2
3,0,1,23616,1.0,0,0,7,4,4.8,1
1,0,0,42981,6.0,3,1,2,1,2.2,1
2,2,0,52936,9.0,3,2,7,3,4.6,1
2,1,0,59905,8.0,3,1,2,0,4.0,1
3,1,0,65486,8.0,1,3,12,4,3.3,0
1,2,2,41798,1.0,3,3,11,2,2.7,1
0,2,1,30971,11.0,1,1,1,2,3.7,1
4,1,0,41532,9.0,0,2,10,0,4.4,1
5,0,1,48042,2.0,0,2,3,0,4.1,1
1,0,2,87094,12.0,1,0,1,1,4.3,1
4,2,0,72614,10.0,3,2,3,2,2.9,0
3,2,2,39392,12.0,3,2,8,0,3.3,0
0,2,0,50646,7.0,0,2,10,1,3.7,1
1,2,0,30616,4.0,0,3,2,2,2.9,1
1,2,2,23262,5.0,1,3,7,3,4.9,0
1,2,0,28721,4.0,2,3,10,1,4.5,1
4,2,2,53069,7.0,1,2,8,3,4.6,1
0,1,2,95428,12.0,1,1,6,3,2.7,1
2,0,1,75572,5.0,1,0,1,3,3.0,2
3,1,2,92420,9.0,1,0,1,3,4.8,1
1,0,2,95748,4.0,1,0,12,0,2.7,1
0,1,0,71200,2.0,0,0,12,2,4.7,1
3,0,2,16901,3.0,1,2,1,3,2.3,2
5,1,0,51722,7.0,2,2,3,1,3.2,1
1,1,0,97077,8.0,0,2,8,0,3.1,1
3,0,2,11880,1.0,1,2,1,0,4.2,1
1,0,2,47729,12.0,2,3,8,1,3.8,0
0,1,0,44603,8.0,1,2,7,1,3.1,0
4,2,1,67710,10.0,3,0,7,0,3.5,1
2,1,0,57701,9.0,2,0,3,3,2.5,2
4,1,1,98345,1.0,1,1,4,1,2.8,1
5,2,1,84057,7.0,1,1,8,1,3.1,0
4,0,0,79285,7.0,3,1,12,2,4.7,2
1,2,1,95953,2.0,2,1,7,4,4.3,1
0,1,1,42490,8.0,3,0,1,2,2.5,0
1,1,1,41179,7.0,3,0,7,2,4.7,2
2,1,1,25632,8.0,1,1,9,1,2.3,0
3,0,2,25763,2.0,0,2,12,3,2.2,1
4,2,1,28840,2.0,1,0,3,0,3.6,1
0,0,2,79433,8.0,1,0,6,3,2.2,2
5,2,0,97121,5.0,3,2,9,2,4.5,2
0,2,2,91713,6.0,1,2,1,2,4.5,0
0,2,2,89238,8.0,3,0,9,1,4.8,1
0,1,0,56137,9.0,1,2,6,2,2.4,1
2,0,0,97221,7.0,1,1,2,2,4.2,1
1,2,2,46668,5.0,0,3,10,0,3.7,2
2,0,0,92820,5.0,3,2,1,0,4.4,0
0,0,2,26490,5.0,2,0,11,1,4.6,2
3,0,2,63621,2.0,1,1,3,3,4.3,1
4,2,2,62296,5.0,3,3,8,4,3.4,2
4,2,1,12382,1.0,3,1,10,4,3.6,0
4,1,0,76132,5.0,1,3,2,4,4.8,0
4,0,1,92235,5.0,2,1,12,3,2.7,0
1,0,0,57803,5.0,3,1,8,4,4.5,1
2,0,2,28604,1.0,1,1,9,1,3.0,0
4,1,0,60710,11.0,1,0,11,3,3.2,0
3,2,2,31652,5.0,0,3,2,2,4.4,0
5,2,1,36923,1.0,1,1,8,1,2.6,2
1,0,0,71766,3.0,1,1,11,2,3.2,1
5,2,2,64069,3.0,3,3,7,0,4.3,1
5,0,2,90519,3.0,1,0,4,1,3.3,1
2,1,1,73231,7.0,3,2,6,4,3.4,1
3,1,1,38148,8.0,0,1,6,1,4.3,1
5,1,1,49529,3.0,0,2,1,2,2.1,0
2,0,1,11126,6.0,2,1,12,4,3.5,0
3,1,2,91860,7.0,2,0,6,0,4.0,1
1,0,1,74638,8.0,2,0,1,3,4.8,1
0,0,1,81682,4.0,0,2,8,1,4.2,2
4,1,1,85342,11.0,1,2,2,3,2.4,1
5,2,0,98601,7.0,1,2,12,3,4.1,2
4,2,2,40448,2.0,1,0,2,2,3.4,2
1,1,2,74502,4.0,0,1,1,0,4.7,0
5,2,1,52556,2.0,3,3,11,3,4.2,1
5,2,1,17017,3.0,0,0,6,0,4.9,0
4,2,0,61421,1.0,2,1,12,0,3.5,1
0,1,2,32261,2.0,0,2,1,2,3.5,2
0,1,1,14619,8.0,2,2,1,1,4.9,2
2,2,1,87643,8.0,3,3,2,1,3.0,2
3,2,0,84764,11.0,0,1,3,4,3.6,1
2,1,2,29260,7.0,2,0,4,0,2.2,0
0,1,0,84658,8.0,2,3,11,1,2.4,0
1,1,2,49119,12.0,1,0,4,0,4.1,0
0,1,2,45607,4.0,2,2,11,0,2.5,2
4,0,1,25080,9.0,0,0,3,0,3.9,1
1,2,2,47132,2.0,0,3,1,1,3.8,1
3,1,2,94044,8.0,1,0,7,0,4.5,1
2,2,2,79145,4.0,3,2,4,1,3.5,2
1,1,0,22964,7.0,2,3,2,4,2.4,0
3,2,0,79232,4.0,3,1,12,1,4.2,1
5,1,2,34569,10.0,2,2,5,1,2.8,0
1,2,1,92827,4.0,1,0,2,0,2.5,1
2,0,0,25434,1.0,0,3,7,0,2.1,1
2,2,2,47175,1.0,3,0,11,0,3.0,2
0,0,1,36116,8.0,2,1,6,4,2.3,2
2,0,0,34751,6.0,2,1,2,4,3.3,0
5,1,2,96045,11.0,0,2,4,1,4.0,1
1,0,0,58255,10.0,1,3,12,3,4.5,2
2,1,2,48417,2.0,1,2,5,1,2.3,0
0,1,0,66483,8.0,0,1,4,2,2.9,1
3,2,0,32353,7.0,0,2,10,1,3.2,1
2,0,1,56830,3.0,0,2,10,1,4.4,1
1,0,2,85656,4.0,0,2,7,4,3.6,2
0,2,1,86111,6.0,2,3,10,2,4.8,2
3,1,2,26224,4.0,1,1,12,2,4.7,1
1,2,0,45513,11.0,0,1,8,2,2.9,1
5,2,1,77481,1.0,1,3,9,2,2.2,1
2,1,1,55949,10.0,2,3,1,4,3.3,2
0,0,1,57855,8.0,0,0,2,0,4.5,1
4,2,1,55887,5.0,1,1,11,1,2.3,1
3,1,2,12974,9.0,1,0,7,3,5.0,2
1,2,2,37700,4.0,0,3,7,3,4.7,0
2,0,1,86006,9.0,0,2,7,0,4.9,2
4,1,1,66656,9.0,3,1,1,1,4.6,0
5,0,2,45309,1.0,2,3,1,1,4.8,2
2,0,1,93292,9.0,2,1,8,3,4.0,1
2,1,0,33068,3.0,1,2,9,3,4.2,2
3,0,0,92996,9.0,3,1,12,1,3.6,0
1,0,2,52810,7.0,1,2,4,3,3.5,1
5,2,2,95786,7.0,3,2,8,3,3.5,0
2,2,2,21549,10.0,1,2,6,2,2.5,1
1,1,0,42670,3.0,1,0,2,0,4.2,0
1,0,2,75979,5.0,1,1,10,0,3.4,2
0,1,0,90372,9.0,2,1,11,2,4.2,2
5,1,0,63910,12.0,0,3,10,4,3.3,1
1,1,0,77073,12.0,0,2,2,0,4.7,2
3,0,0,75244,2.0,0,0,3,4,3.6,0
5,0,2,68093,3.0,1,2,4,3,3.5,1
5,0,1,55696,10.0,0,2,2,0,2.6,1
1,2,1,56474,9.0,3,1,11,4,2.4,0
3,0,0,83849,3.0,0,2,3,4,4.7,0
0,1,2,73422,11.0,1,3,2,0,2.9,2
0,1,0,71391,4.0,0,3,2,1,2.8,2
3,2,2,30577,11.0,1,3,7,0,4.9,1
0,2,2,68407,10.0,1,3,8,2,3.7,1
1,1,2,58586,5.0,3,0,12,4,3.6,0
2,0,2,69877,1.0,0,0,10,1,4.1,2
2,0,1,53113,8.0,3,3,7,0,3.1,2
2,1,1,79696,5.0,3,2,9,3,2.4,1
4,0,1,34427,8.0,3,1,10,0,4.5,0
2,2,2,57223,12.0,1,3,7,1,2.8,1
5,2,1,10512,6.0,0,2,8,2,3.3,1
0,0,0,61981,6.0,1,1,3,2,3.8,1
2,1,1,95707,1.0,1,2,6,1,3.2,0
2,0,2,13086,12.0,2,3,9,4,4.8,0
3,1,2,80459,12.0,1,3,3,2,4.3,2
2,0,0,58834,1.0,1,3,4,4,4.0,0
0,1,0,19129,1.0,3,3,1,3,4.9,1
3,2,2,67640,10.0,0,0,8,4,3.3,2
4,2,1,50141,8.0,1,2,8,3,4.7,2
5,2,1,37378,2.0,3,1,6,1,3.4,0
4,1,0,28223,10.0,2,3,6,3,2.3,0
1,0,2,13190,11.0,3,3,9,0,4.5,0
5,2,1,96869,2.0,0,2,8,0,4.4,1
1,0,1,85246,10.0,0,0,6,4,4.5,2
5,1,1,54052,1.0,3,1,10,2,2.7,1
0,0,2,92053,1.0,0,1,12,2,5.0,1
0,0,2,86419,8.0,3,0,1,3,2.7,2
3,0,0,99887,2.0,0,0,9,3,3.2,1
2,1,2,27257,11.0,3,0,12,1,3.3,0
3,2,2,81541,3.0,3,2,6,4,3.3,1
2,2,2,95935,7.0,1,1,7,0,2.9,0
3,2,0,45318,7.0,1,2,2,0,3.7,1
5,0,0,94358,7.0,2,3,12,4,2.3,0
1,1,2,45011,3.0,2,3,9,3,3.6,0
2,1,1,18457,11.0,1,0,8,1,3.4,2
4,2,0,91125,2.0,1,2,4,0,4.7,0
4,0,2,98883,9.0,2,2,2,1,4.9,2
1,0,0,14768,6.0,1,2,4,0,3.0,1
0,2,1,93812,9.0,0,1,10,3,2.8,2
3,2,2,43642,11.0,0,0,7,1,3.9,2
0,0,2,64841,12.0,3,3,1,4,2.6,1
0,0,2,31913,1.0,0,0,3,4,3.0,1
5,1,0,74617,10.0,3,0,3,2,3.0,0
2,1,2,26826,5.0,2,2,9,1,3.7,2
0,0,2,87552,3.0,2,2,8,4,2.1,1
1,0,2,33059,3.0,1,3,7,0,4.9,1
5,0,1,53073,4.0,1,1,9,4,3.2,1
1,0,0,98612,9.0,2,1,2,3,3.6,2
5,2,0,30807,8.0,0,1,10,3,2.1,0
1,1,1,27694,2.0,3,1,6,4,2.1,1
3,2,0,93069,5.0,2,2,8,1,5.0,0
2,2,1,93315,6.0,2,2,6,3,2.3,1
3,1,1,56392,3.0,2,0,4,4,4.1,2
3,2,2,11907,12.0,0,1,7,3,3.6,0
5,2,0,71537,3.0,3,2,3,0,2.1,0
5,2,0,14653,6.0,2,3,4,4,2.8,0
2,0,0,69697,8.0,0,2,3,4,3.5,2
5,0,2,32039,8.0,1,0,10,0,3.4,0
4,2,0,69127,10.0,3,0,6,3,3.0,1
1,1,1,77162,1.0,2,2,10,2,4.2,1
1,2,0,99991,2.0,2,2,3,3,3.7,1
0,0,0,23565,5.0,1,3,6,2,4.0,1
2,0,0,22229,2.0,0,3,9,2,3.3,0
1,2,0,60280,10.0,3,0,11,4,3.3,1
4,0,1,34687,1.0,3,1,4,4,3.8,2
0,2,0,85626,10.0,3,1,10,3,3.1,2
1,0,2,73701,10.0,1,0,11,1,4.9,2
1,1,2,53417,3.0,0,2,12,4,4.7,0
4,0,1,89914,3.0,2,1,8,3,4.4,1
4,2,1,42407,5.0,1,0,8,1,3.8,2
1,0,0,79943,3.0,2,0,9,3,2.1,2
5,2,1,55332,3.0,0,2,12,1,4.1,1
1,1,0,23838,9.0,1,3,3,2,2.1,0
2,1,1,25480,1.0,3,3,10,1,3.2,2
1,2,1,30982,7.0,0,2,11,0,5.0,0
1,2,0,58291,10.0,0,2,12,3,3.3,2
5,0,0,53092,10.0,3,0,1,2,3.4,1
2,0,1,24615,1.0,0,0,12,4,2.2,0
4,2,2,80225,11.0,2,1,2,3,2.6,0
5,0,0,96724,4.0,2,1,6,2,3.0,2
0,1,1,64122,5.0,0,0,1,4,3.9,1
0,1,0,41260,8.0,0,1,2,0,2.8,1
4,0,1,54494,3.0,0,1,4,2,4.6,0
