Sponsor ID,Sponsor Name,Industry,Company Size,Package Type,Sponsorship Amount,Duration (months),Marketing Activities,Event ID,Event Name,Event Type,Event Date,Event Month,Attendee Demographics,ROI Metrics,Feedback
186,Sponsor 186,Automotive,Large,Co-Sponsor,28687,2,Logo placement,286,Event 286,Exhibition,2024-08-23,8,Finance professionals,3.4,Negative
187,Sponsor 187,Automotive,Small,Associate Sponsor,21552,12,Logo placement,287,Event 287,Workshop,2024-12-18,12,Healthcare providers,3.6,Positive
188,Sponsor 188,Automotive,Medium,Co-Sponsor,95779,12,Logo placement,288,Event 288,Exhibition,2025-03-07,3,Healthcare providers,2.0,Positive
189,Sponsor 189,Finance,Medium,Associate Sponsor,90316,12,Promotional materials,289,Event 289,Exhibition,2025-03-16,3,Tech enthusiasts,2.1,Positive
190,Sponsor 190,Wellness,Medium,Co-Sponsor,98277,8,Promotional materials,290,Event 290,Exhibition,2024-08-13,8,Tech enthusiasts,4.1,Neutral
191,Sponsor 191,Automotive,Large,Co-Sponsor,64191,12,Social media mentions,291,Event 291,Workshop,2025-02-28,2,Finance professionals,4.5,Positive
192,Sponsor 192,Finance,Small,Co-Sponsor,72207,1,Logo placement,292,Event 292,Workshop,2024-10-24,10,Healthcare providers,2.8,Positive
193,Sponsor 193,Healthcare,Small,Co-Sponsor,82254,11,Promotional materials,293,Event 293,Conference,2024-11-23,11,Tech enthusiasts,3.5,Neutral
194,Sponsor 194,Wellness,Large,Title Sponsor,52850,8,Promotional materials,294,Event 294,Seminar,2025-04-15,4,Healthcare providers,4.5,Positive
195,Sponsor 195,Automotive,Large,Associate Sponsor,39813,1,Promotional materials,295,Event 295,Conference,2025-02-12,2,Finance professionals,3.4,Negative
196,Sponsor 196,Healthcare,Large,Title Sponsor,70099,8,Promotional materials,296,Event 296,Workshop,2024-07-15,7,IT professionals,2.8,Negative
197,Sponsor 197,Wellness,Medium,Title Sponsor,94348,9,Social media mentions,297,Event 297,Exhibition,2024-07-06,7,Tech enthusiasts,3.1,Neutral
198,Sponsor 198,Retail,Medium,Co-Sponsor,16283,9,Logo placement,298,Event 298,Seminar,2024-07-12,7,General public,3.2,Neutral
199,Sponsor 199,Technology,Medium,Co-Sponsor,32122,5,Booth space,299,Event 299,Seminar,2024-11-06,11,Healthcare providers,3.9,Positive
200,Sponsor 200,Technology,Large,Co-Sponsor,88157,6,Booth space,300,Event 300,Seminar,2025-01-11,1,Tech enthusiasts,2.0,Positive
201,Sponsor 201,Wellness,Medium,Co-Sponsor,45528,8,Promotional materials,301,Event 301,Exhibition,2025-01-29,1,IT professionals,3.4,Negative
202,Sponsor 202,Healthcare,Medium,Associate Sponsor,71494,8,Booth space,302,Event 302,Exhibition,2024-10-11,10,General public,3.2,Positive
203,Sponsor 203,Wellness,Medium,Associate Sponsor,98590,7,Logo placement,303,Event 303,Seminar,2024-08-16,8,Tech enthusiasts,4.8,Negative
204,Sponsor 204,Wellness,Medium,Title Sponsor,84219,12,Promotional materials,304,Event 304,Seminar,2024-08-28,8,Tech enthusiasts,4.9,Positive
205,Sponsor 205,Technology,Medium,Associate Sponsor,73293,2,Social media mentions,305,Event 305,Exhibition,2025-03-07,3,IT professionals,3.1,Negative
206,Sponsor 206,Healthcare,Medium,Title Sponsor,29673,3,Promotional materials,306,Event 306,Conference,2025-02-06,2,Healthcare providers,2.3,Negative
207,Sponsor 207,Healthcare,Medium,Title Sponsor,83371,9,Logo placement,307,Event 307,Conference,2025-03-14,3,Finance professionals,3.3,Positive
208,Sponsor 208,Finance,Large,Associate Sponsor,18445,6,Promotional materials,308,Event 308,Seminar,2024-07-01,7,Tech enthusiasts,4.4,Neutral
209,Sponsor 209,Healthcare,Large,Title Sponsor,47528,11,Booth space,309,Event 309,Exhibition,2024-06-19,6,Healthcare providers,2.2,Neutral
210,Sponsor 210,Healthcare,Large,Associate Sponsor,29436,10,Logo placement,310,Event 310,Workshop,2024-07-10,7,Finance professionals,2.9,Neutral
211,Sponsor 211,Healthcare,Medium,Title Sponsor,79187,9,Promotional materials,311,Event 311,Exhibition,2025-02-28,2,Tech enthusiasts,2.9,Positive
212,Sponsor 212,Retail,Medium,Title Sponsor,76794,2,Promotional materials,312,Event 312,Conference,2024-09-25,9,Tech enthusiasts,4.0,Positive
213,Sponsor 213,Retail,Medium,Co-Sponsor,38202,7,Logo placement,313,Event 313,Workshop,2024-08-29,8,IT professionals,2.0,Negative
214,Sponsor 214,Healthcare,Medium,Title Sponsor,78871,2,Social media mentions,314,Event 314,Conference,2024-10-12,10,Healthcare providers,4.8,Positive
215,Sponsor 215,Automotive,Small,Co-Sponsor,23142,2,Promotional materials,315,Event 315,Workshop,2024-08-06,8,Healthcare providers,2.9,Positive
216,Sponsor 216,Automotive,Large,Title Sponsor,98257,7,Booth space,316,Event 316,Workshop,2024-10-07,10,Finance professionals,3.6,Neutral
217,Sponsor 217,Finance,Large,Co-Sponsor,11264,9,Social media mentions,317,Event 317,Conference,2025-03-27,3,Finance professionals,5.0,Positive
218,Sponsor 218,Technology,Large,Associate Sponsor,63275,5,Social media mentions,318,Event 318,Workshop,2025-02-16,2,IT professionals,3.3,Positive
219,Sponsor 219,Wellness,Large,Co-Sponsor,11037,2,Social media mentions,319,Event 319,Workshop,2025-04-17,4,Finance professionals,4.0,Negative
220,Sponsor 220,Technology,Medium,Co-Sponsor,67756,7,Logo placement,320,Event 320,Seminar,2024-12-30,12,General public,2.5,Negative
221,Sponsor 221,Healthcare,Medium,Co-Sponsor,79930,2,Booth space,321,Event 321,Exhibition,2024-12-10,12,Finance professionals,3.7,Positive
222,Sponsor 222,Retail,Small,Title Sponsor,94243,11,Booth space,322,Event 322,Conference,2024-11-15,11,Finance professionals,2.1,Negative
223,Sponsor 223,Wellness,Large,Co-Sponsor,97197,12,Promotional materials,323,Event 323,Exhibition,2025-04-11,4,Finance professionals,2.2,Positive
224,Sponsor 224,Finance,Large,Title Sponsor,34110,10,Booth space,324,Event 324,Workshop,2024-10-20,10,Finance professionals,3.2,Neutral
225,Sponsor 225,Retail,Medium,Title Sponsor,80287,8,Booth space,325,Event 325,Workshop,2024-10-30,10,Finance professionals,4.8,Negative
226,Sponsor 226,Healthcare,Small,Co-Sponsor,35768,3,Promotional materials,326,Event 326,Seminar,2025-04-05,4,Tech enthusiasts,4.7,Negative
227,Sponsor 227,Wellness,Large,Associate Sponsor,46948,5,Promotional materials,327,Event 327,Exhibition,2024-08-03,8,General public,3.0,Neutral
228,Sponsor 228,Automotive,Small,Co-Sponsor,35210,3,Booth space,328,Event 328,Seminar,2025-03-16,3,Tech enthusiasts,2.8,Neutral
229,Sponsor 229,Retail,Medium,Associate Sponsor,47654,7,Logo placement,329,Event 329,Exhibition,2025-02-23,2,Finance professionals,3.5,Positive
230,Sponsor 230,Healthcare,Medium,Co-Sponsor,58626,10,Logo placement,330,Event 330,Seminar,2024-08-12,8,Tech enthusiasts,3.0,Positive
231,Sponsor 231,Retail,Large,Co-Sponsor,54980,1,Promotional materials,331,Event 331,Seminar,2025-03-01,3,Healthcare providers,3.3,Negative
232,Sponsor 232,Healthcare,Large,Co-Sponsor,32700,3,Logo placement,332,Event 332,Seminar,2025-03-02,3,Tech enthusiasts,4.9,Neutral
233,Sponsor 233,Wellness,Medium,Co-Sponsor,48564,5,Social media mentions,333,Event 333,Seminar,2025-02-23,2,General public,3.8,Negative
234,Sponsor 234,Automotive,Small,Co-Sponsor,55506,9,Promotional materials,334,Event 334,Workshop,2024-08-03,8,Finance professionals,4.1,Negative
235,Sponsor 235,Technology,Medium,Co-Sponsor,33381,2,Logo placement,335,Event 335,Conference,2025-03-14,3,Healthcare providers,4.8,Positive
236,Sponsor 236,Finance,Large,Title Sponsor,25594,10,Booth space,336,Event 336,Workshop,2025-02-03,2,Finance professionals,3.8,Negative
237,Sponsor 237,Technology,Medium,Co-Sponsor,13058,3,Logo placement,337,Event 337,Seminar,2024-06-25,6,IT professionals,4.8,Negative
238,Sponsor 238,Finance,Small,Co-Sponsor,17152,3,Social media mentions,338,Event 338,Conference,2024-11-06,11,Tech enthusiasts,3.5,Neutral
239,Sponsor 239,Finance,Large,Co-Sponsor,74412,9,Booth space,339,Event 339,Workshop,2025-03-14,3,Tech enthusiasts,2.5,Negative
240,Sponsor 240,Automotive,Large,Title Sponsor,61505,11,Booth space,340,Event 340,Conference,2025-03-08,3,Healthcare providers,2.6,Neutral
241,Sponsor 241,Wellness,Medium,Co-Sponsor,54766,1,Booth space,341,Event 341,Exhibition,2024-10-08,10,Finance professionals,4.3,Positive
242,Sponsor 242,Wellness,Medium,Title Sponsor,51934,10,Booth space,342,Event 342,Exhibition,2024-06-27,6,Tech enthusiasts,3.9,Negative
243,Sponsor 243,Wellness,Large,Associate Sponsor,16236,12,Social media mentions,343,Event 343,Exhibition,2024-08-07,8,Tech enthusiasts,2.3,Positive
244,Sponsor 244,Wellness,Large,Associate Sponsor,16323,3,Logo placement,344,Event 344,Workshop,2024-07-31,7,General public,4.6,Positive
245,Sponsor 245,Finance,Large,Title Sponsor,83853,6,Social media mentions,345,Event 345,Conference,2024-06-20,6,Healthcare providers,2.1,Positive
246,Sponsor 246,Finance,Small,Associate Sponsor,82383,6,Logo placement,346,Event 346,Exhibition,2025-01-23,1,Healthcare providers,2.7,Neutral
247,Sponsor 247,Retail,Large,Title Sponsor,48399,11,Promotional materials,347,Event 347,Workshop,2025-01-19,1,General public,2.1,Positive
248,Sponsor 248,Healthcare,Small,Co-Sponsor,55733,5,Promotional materials,348,Event 348,Exhibition,2024-09-10,9,Finance professionals,3.2,Positive
249,Sponsor 249,Healthcare,Small,Associate Sponsor,13664,7,Promotional materials,349,Event 349,Conference,2025-03-24,3,Finance professionals,3.9,Positive
250,Sponsor 250,Retail,Medium,Title Sponsor,69740,10,Booth space,350,Event 350,Conference,2024-10-06,10,Finance professionals,4.8,Negative
251,Sponsor 251,Wellness,Small,Associate Sponsor,94338,7,Logo placement,351,Event 351,Exhibition,2024-06-27,6,Healthcare providers,2.6,Negative
252,Sponsor 252,Retail,Large,Title Sponsor,49861,5,Social media mentions,352,Event 352,Exhibition,2024-10-30,10,General public,3.9,Positive
253,Sponsor 253,Technology,Large,Associate Sponsor,58407,10,Logo placement,353,Event 353,Conference,2025-03-14,3,Tech enthusiasts,4.8,Neutral
254,Sponsor 254,Automotive,Large,Associate Sponsor,13857,11,Booth space,354,Event 354,Exhibition,2024-10-25,10,Healthcare providers,3.1,Positive
255,Sponsor 255,Wellness,Large,Title Sponsor,19669,12,Booth space,355,Event 355,Conference,2024-10-30,10,Finance professionals,4.7,Negative
256,Sponsor 256,Automotive,Medium,Co-Sponsor,96296,7,Booth space,356,Event 356,Exhibition,2024-09-11,9,Tech enthusiasts,4.2,Neutral
257,Sponsor 257,Technology,Small,Associate Sponsor,56055,6,Logo placement,357,Event 357,Conference,2025-04-17,4,Finance professionals,2.9,Neutral
258,Sponsor 258,Wellness,Large,Title Sponsor,82798,9,Social media mentions,358,Event 358,Conference,2024-07-19,7,Finance professionals,2.2,Positive
259,Sponsor 259,Technology,Large,Co-Sponsor,98018,10,Social media mentions,359,Event 359,Conference,2024-09-22,9,IT professionals,4.7,Positive
260,Sponsor 260,Wellness,Small,Co-Sponsor,74761,1,Social media mentions,360,Event 360,Seminar,2024-07-20,7,General public,3.7,Negative
261,Sponsor 261,Wellness,Small,Co-Sponsor,36470,6,Promotional materials,361,Event 361,Exhibition,2024-06-08,6,Healthcare providers,2.1,Positive
262,Sponsor 262,Automotive,Small,Associate Sponsor,41466,2,Promotional materials,362,Event 362,Conference,2024-07-25,7,IT professionals,3.4,Negative
263,Sponsor 263,Wellness,Large,Co-Sponsor,19290,11,Logo placement,363,Event 363,Workshop,2024-12-09,12,Tech enthusiasts,4.3,Neutral
264,Sponsor 264,Retail,Medium,Title Sponsor,10037,8,Social media mentions,364,Event 364,Conference,2024-05-28,5,Finance professionals,2.6,Negative
265,Sponsor 265,Technology,Large,Associate Sponsor,56695,2,Booth space,365,Event 365,Seminar,2024-06-04,6,Finance professionals,3.7,Negative
266,Sponsor 266,Finance,Medium,Title Sponsor,21715,7,Promotional materials,366,Event 366,Conference,2024-05-30,5,Tech enthusiasts,3.0,Negative
267,Sponsor 267,Retail,Small,Co-Sponsor,11225,8,Booth space,367,Event 367,Conference,2025-03-02,3,Healthcare providers,4.7,Neutral
268,Sponsor 268,Finance,Large,Title Sponsor,94389,5,Logo placement,368,Event 368,Seminar,2024-12-02,12,Healthcare providers,3.7,Positive
269,Sponsor 269,Wellness,Large,Co-Sponsor,28301,10,Logo placement,369,Event 369,Conference,2024-07-01,7,Tech enthusiasts,2.2,Neutral
270,Sponsor 270,Wellness,Small,Associate Sponsor,74413,9,Social media mentions,370,Event 370,Conference,2024-08-04,8,IT professionals,3.7,Negative
271,Sponsor 271,Technology,Small,Associate Sponsor,29725,6,Logo placement,371,Event 371,Workshop,2024-06-25,6,General public,2.4,Neutral
272,Sponsor 272,Technology,Large,Co-Sponsor,93453,6,Social media mentions,372,Event 372,Conference,2025-01-02,1,General public,3.9,Negative
273,Sponsor 273,Healthcare,Small,Associate Sponsor,37915,9,Logo placement,373,Event 373,Conference,2025-04-26,4,Healthcare providers,2.2,Neutral
274,Sponsor 274,Automotive,Large,Associate Sponsor,22279,8,Social media mentions,374,Event 374,Conference,2024-07-26,7,Tech enthusiasts,3.0,Neutral
275,Sponsor 275,Wellness,Medium,Associate Sponsor,35322,7,Social media mentions,375,Event 375,Conference,2024-12-27,12,Finance professionals,2.7,Negative
276,Sponsor 276,Finance,Small,Title Sponsor,70600,4,Logo placement,376,Event 376,Seminar,2024-09-26,9,Healthcare providers,4.9,Neutral
277,Sponsor 277,Finance,Large,Associate Sponsor,68483,12,Social media mentions,377,Event 377,Conference,2025-02-11,2,General public,2.6,Positive
278,Sponsor 278,Healthcare,Large,Co-Sponsor,97935,7,Booth space,378,Event 378,Conference,2024-09-28,9,General public,3.4,Negative
279,Sponsor 279,Automotive,Large,Title Sponsor,40140,2,Booth space,379,Event 379,Workshop,2024-06-16,6,General public,2.6,Negative
280,Sponsor 280,Automotive,Large,Title Sponsor,75102,3,Social media mentions,380,Event 380,Conference,2024-06-26,6,Tech enthusiasts,4.2,Neutral
281,Sponsor 281,Wellness,Large,Associate Sponsor,68011,9,Social media mentions,381,Event 381,Seminar,2024-07-30,7,Tech enthusiasts,2.7,Positive
282,Sponsor 282,Finance,Medium,Title Sponsor,72301,10,Promotional materials,382,Event 382,Seminar,2024-11-12,11,IT professionals,3.2,Neutral
283,Sponsor 283,Technology,Medium,Co-Sponsor,79841,2,Social media mentions,383,Event 383,Seminar,2024-06-18,6,General public,2.6,Positive
284,Sponsor 284,Wellness,Medium,Title Sponsor,63450,12,Booth space,384,Event 384,Exhibition,2024-07-15,7,IT professionals,2.6,Neutral
285,Sponsor 285,Retail,Large,Associate Sponsor,89470,7,Social media mentions,385,Event 385,Workshop,2024-09-11,9,IT professionals,2.9,Negative
286,Sponsor 286,Healthcare,Small,Associate Sponsor,96955,11,Promotional materials,386,Event 386,Conference,2024-10-20,10,Finance professionals,3.6,Positive
287,Sponsor 287,Automotive,Small,Co-Sponsor,25148,1,Booth space,387,Event 387,Seminar,2024-09-01,9,IT professionals,2.2,Positive
288,Sponsor 288,Finance,Large,Co-Sponsor,67690,9,Logo placement,388,Event 388,Conference,2025-03-25,3,Tech enthusiasts,4.8,Negative
289,Sponsor 289,Technology,Small,Associate Sponsor,90647,12,Promotional materials,389,Event 389,Conference,2025-02-13,2,IT professionals,3.4,Negative
290,Sponsor 290,Retail,Large,Co-Sponsor,38415,7,Booth space,390,Event 390,Workshop,2024-09-28,9,Healthcare providers,2.7,Positive
291,Sponsor 291,Technology,Medium,Title Sponsor,20085,3,Promotional materials,391,Event 391,Seminar,2024-05-31,5,Tech enthusiasts,2.0,Positive
292,Sponsor 292,Healthcare,Large,Associate Sponsor,67765,11,Social media mentions,392,Event 392,Workshop,2025-03-22,3,IT professionals,3.5,Neutral
293,Sponsor 293,Healthcare,Small,Co-Sponsor,66340,4,Social media mentions,393,Event 393,Seminar,2025-04-11,4,General public,4.9,Negative
294,Sponsor 294,Automotive,Medium,Title Sponsor,16461,4,Social media mentions,394,Event 394,Workshop,2025-03-19,3,Tech enthusiasts,4.6,Neutral
295,Sponsor 295,Retail,Small,Title Sponsor,29398,2,Promotional materials,395,Event 395,Seminar,2024-06-23,6,Tech enthusiasts,4.2,Negative
296,Sponsor 296,Retail,Small,Associate Sponsor,10576,11,Social media mentions,396,Event 396,Workshop,2024-10-17,10,Tech enthusiasts,2.1,Negative
297,Sponsor 297,Wellness,Small,Associate Sponsor,13754,7,Social media mentions,397,Event 397,Exhibition,2025-03-24,3,Tech enthusiasts,4.9,Negative
298,Sponsor 298,Automotive,Medium,Associate Sponsor,99998,8,Promotional materials,398,Event 398,Conference,2024-12-14,12,IT professionals,2.6,Negative
299,Sponsor 299,Finance,Large,Co-Sponsor,21883,3,Booth space,399,Event 399,Workshop,2024-07-15,7,General public,3.1,Neutral
300,Sponsor 300,Healthcare,Medium,Associate Sponsor,91952,2,Booth space,400,Event 400,Conference,2024-06-30,6,Finance professionals,2.2,Negative
301,Sponsor 301,Finance,Medium,Associate Sponsor,53020,1,Social media mentions,401,Event 401,Workshop,2024-10-03,10,General public,5.0,Positive
302,Sponsor 302,Retail,Small,Title Sponsor,97782,2,Booth space,402,Event 402,Workshop,2025-03-13,3,Healthcare providers,4.6,Negative
303,Sponsor 303,Technology,Medium,Co-Sponsor,36695,11,Logo placement,403,Event 403,Workshop,2025-02-06,2,Finance professionals,4.3,Negative
304,Sponsor 304,Retail,Medium,Associate Sponsor,99685,3,Promotional materials,404,Event 404,Workshop,2024-10-19,10,Tech enthusiasts,2.6,Negative
305,Sponsor 305,Automotive,Medium,Co-Sponsor,43601,12,Social media mentions,405,Event 405,Workshop,2024-08-05,8,Healthcare providers,4.0,Neutral
306,Sponsor 306,Automotive,Small,Associate Sponsor,62676,2,Logo placement,406,Event 406,Conference,2024-12-16,12,Healthcare providers,3.4,Negative
307,Sponsor 307,Finance,Large,Co-Sponsor,82288,12,Promotional materials,407,Event 407,Seminar,2025-04-25,4,General public,2.9,Neutral
308,Sponsor 308,Finance,Small,Title Sponsor,72733,12,Social media mentions,408,Event 408,Seminar,2024-12-13,12,IT professionals,3.2,Positive
309,Sponsor 309,Finance,Small,Co-Sponsor,58144,11,Promotional materials,409,Event 409,Exhibition,2024-09-01,9,Finance professionals,4.0,Negative
310,Sponsor 310,Healthcare,Large,Co-Sponsor,35798,12,Promotional materials,410,Event 410,Seminar,2024-10-24,10,Tech enthusiasts,4.3,Positive
311,Sponsor 311,Retail,Medium,Associate Sponsor,30414,11,Booth space,411,Event 411,Conference,2024-12-09,12,IT professionals,2.6,Negative
312,Sponsor 312,Wellness,Medium,Title Sponsor,72099,2,Logo placement,412,Event 412,Conference,2024-08-06,8,Finance professionals,2.7,Positive
313,Sponsor 313,Retail,Medium,Co-Sponsor,60481,4,Logo placement,413,Event 413,Conference,2025-04-20,4,Tech enthusiasts,3.5,Negative
314,Sponsor 314,Retail,Medium,Title Sponsor,37653,6,Promotional materials,414,Event 414,Workshop,2025-04-01,4,Finance professionals,2.4,Negative
315,Sponsor 315,Healthcare,Large,Co-Sponsor,40056,6,Logo placement,415,Event 415,Seminar,2025-01-05,1,General public,3.7,Positive
316,Sponsor 316,Finance,Large,Co-Sponsor,27743,12,Logo placement,416,Event 416,Seminar,2024-10-18,10,General public,3.1,Negative
317,Sponsor 317,Automotive,Medium,Co-Sponsor,61784,12,Logo placement,417,Event 417,Workshop,2025-03-03,3,Tech enthusiasts,2.7,Negative
318,Sponsor 318,Retail,Small,Title Sponsor,51716,3,Booth space,418,Event 418,Conference,2024-07-24,7,General public,2.8,Neutral
319,Sponsor 319,Retail,Large,Title Sponsor,96963,7,Logo placement,419,Event 419,Workshop,2024-09-10,9,Tech enthusiasts,4.3,Positive
