Event_Type,Location,Ticket_Price,Weather_Condition,Attendance_Count,Day_of_Week,Month
3,1,65.0,2,301.0,1,7
0,3,71.0,0,386.0,3,2
2,4,22.0,0,471.0,1,1
0,2,46.0,0,305.0,3,5
0,4,46.0,1,171.0,4,8
2,0,53.0,2,357.0,3,7
2,4,89.0,0,412.0,5,3
1,2,83.0,2,235.0,5,1
0,2,60.0,1,337.0,5,1
0,4,97.0,2,410.0,5,11
2,1,32.0,0,134.0,2,11
3,0,34.0,2,287.0,2,8
3,0,90.0,2,224.0,6,2
1,4,59.0,0,53.0,4,3
2,2,84.0,2,372.0,3,6
2,0,86.0,2,324.0,1,12
3,2,15.0,0,260.0,4,10
0,0,40.0,0,111.0,3,9
1,4,93.0,1,120.0,6,12
3,1,49.0,0,489.0,6,4
3,0,52.0,2,93.0,2,10
1,3,62.0,1,222.0,1,2
2,0,50.0,1,431.0,4,8
0,0,29.0,2,279.0,1,8
0,0,67.0,0,447.0,6,12
2,1,76.0,0,345.0,2,3
0,2,32.0,0,335.0,5,7
0,1,71.0,1,142.0,6,6
2,4,79.0,2,122.0,5,7
3,1,57.0,1,429.0,0,12
1,1,69.0,1,154.0,2,8
1,4,85.0,2,199.0,3,12
1,2,11.0,0,218.0,4,1
1,4,62.0,1,394.0,1,5
1,2,72.0,2,98.0,0,10
0,1,82.0,2,95.0,4,4
2,3,20.0,0,282.0,1,1
0,3,66.0,1,385.0,2,1
0,3,84.0,0,499.0,5,2
2,0,87.0,0,271.0,2,6
3,1,20.0,1,357.0,0,9
3,4,40.0,2,404.0,6,8
0,0,75.0,1,321.0,1,4
2,0,12.0,0,295.0,2,3
2,3,64.0,1,51.0,6,1
0,3,44.0,0,325.0,2,11
3,1,38.0,0,425.0,0,1
1,1,52.0,2,412.0,6,8
0,3,59.0,1,310.0,6,5
0,1,95.0,1,75.0,6,4
3,1,46.0,0,329.0,6,2
1,1,48.0,0,353.0,1,3
0,1,14.0,0,248.0,6,3
2,2,32.0,2,399.0,5,2
3,4,79.0,0,376.0,2,11
0,0,59.0,1,274.0,6,6
2,4,55.0,2,364.0,0,10
0,3,86.0,2,340.0,4,4
3,3,70.0,2,315.0,2,12
3,2,38.0,1,369.0,0,9
1,4,18.0,1,180.0,6,11
2,3,77.0,2,322.0,1,5
1,3,39.0,2,209.0,6,3
1,3,73.0,2,271.0,6,7
1,3,30.0,0,412.0,6,3
3,2,77.0,2,435.0,6,9
3,4,74.0,2,470.0,1,9
3,3,54.0,0,359.0,5,3
1,1,15.0,1,484.0,1,1
3,4,49.0,2,381.0,1,3
2,3,79.0,2,380.0,0,2
3,4,41.0,1,363.0,4,5
0,1,86.0,0,231.0,0,12
3,1,27.0,0,214.0,1,8
1,2,74.0,1,377.0,4,7
2,2,48.0,1,250.0,3,8
2,4,66.0,1,300.0,5,11
1,2,47.0,2,349.0,4,2
0,3,95.0,2,288.0,6,1
3,2,52.0,2,342.0,5,5
0,2,48.0,2,316.0,0,9
1,0,63.0,1,473.0,0,4
0,3,18.0,2,362.0,5,3
3,2,55.0,1,108.0,6,4
1,4,58.0,2,213.0,2,10
1,3,83.0,0,349.0,3,4
2,0,100.0,0,170.0,2,6
1,2,13.0,2,93.0,1,4
3,2,30.0,1,447.0,0,3
3,0,38.0,0,160.0,4,1
3,2,32.0,0,499.0,1,7
1,0,14.0,0,214.0,6,12
2,1,68.0,0,181.0,1,1
2,2,98.0,1,405.0,3,3
2,4,97.0,1,173.0,6,8
3,0,63.0,1,225.0,4,8
0,3,45.0,1,332.0,4,5
2,3,36.0,0,488.0,5,3
0,1,28.0,1,339.0,1,4
0,1,76.0,2,382.0,4,3
0,4,50.0,1,428.0,5,6
2,3,50.0,2,189.0,1,11
1,1,16.0,2,301.0,0,9
3,1,60.0,0,75.0,3,6
2,2,43.0,0,119.0,2,11
0,1,49.0,2,429.0,5,2
1,2,47.0,1,423.0,1,8
0,3,99.0,0,397.0,4,2
0,2,76.0,0,498.0,1,6
0,4,15.0,0,323.0,5,6
3,2,34.0,0,219.0,3,1
3,0,32.0,0,444.0,0,8
3,0,66.0,0,135.0,0,4
3,3,17.0,1,252.0,5,3
3,3,71.0,0,160.0,5,5
0,0,69.0,1,370.0,1,3
1,2,95.0,1,292.0,5,2
3,0,37.0,2,91.0,6,11
3,3,70.0,1,54.0,5,3
3,3,63.0,1,140.0,1,5
3,0,35.0,1,141.0,1,4
0,3,69.0,2,338.0,5,10
1,0,53.0,0,352.0,4,4
1,4,27.0,2,319.0,0,12
1,3,11.0,1,286.0,4,4
3,4,60.0,2,57.0,5,7
0,2,71.0,0,143.0,4,3
1,1,21.0,1,75.0,2,3
0,0,59.0,1,407.0,2,5
0,2,41.0,0,221.0,3,1
0,1,77.0,2,136.0,4,9
0,0,22.0,1,114.0,6,1
0,4,39.0,2,424.0,3,3
0,4,75.0,1,302.0,5,6
0,1,34.0,0,378.0,0,1
2,3,81.0,0,207.0,6,11
0,2,49.0,2,433.0,2,10
2,2,69.0,1,465.0,1,2
0,4,95.0,2,365.0,2,4
0,2,66.0,1,167.0,2,9
0,3,65.0,1,259.0,6,9
0,2,40.0,0,453.0,4,11
3,2,76.0,1,112.0,3,10
0,4,96.0,0,250.0,1,9
2,0,75.0,2,479.0,6,1
2,2,58.0,0,295.0,4,1
3,2,29.0,2,73.0,1,6
3,0,49.0,2,98.0,4,1
3,2,88.0,0,139.0,1,2
0,4,82.0,0,242.0,6,12
1,4,89.0,2,138.0,3,10
0,2,24.0,2,84.0,1,1
1,1,40.0,1,224.0,1,6
3,4,65.0,2,233.0,5,3
2,0,67.0,0,51.0,3,4
0,2,61.0,1,375.0,2,2
3,4,32.0,2,355.0,6,11
2,1,67.0,0,79.0,4,11
3,1,70.0,2,189.0,5,3
2,4,60.0,1,95.0,3,8
3,3,11.0,2,408.0,1,11
1,2,51.0,2,55.0,3,1
1,4,65.0,0,422.0,3,11
1,3,43.0,1,272.0,2,3
2,0,52.0,1,227.0,5,1
1,2,69.0,0,116.0,0,1
1,2,87.0,2,441.0,3,4
2,4,43.0,1,326.0,3,1
2,3,68.0,2,237.0,3,5
1,3,92.0,2,394.0,5,6
2,3,72.0,0,135.0,1,7
1,4,55.0,1,500.0,3,7
2,2,29.0,0,127.0,4,7
0,3,65.0,0,134.0,1,3
2,1,48.0,2,352.0,3,4
1,0,19.0,2,232.0,3,2
1,1,82.0,2,186.0,1,7
0,4,74.0,2,431.0,5,5
3,1,18.0,1,274.0,2,4
1,0,17.0,0,461.0,3,1
3,1,17.0,0,296.0,4,5
0,3,92.0,2,286.0,5,6
2,1,96.0,2,489.0,2,9
2,2,36.0,2,347.0,1,1
0,4,62.0,2,202.0,2,10
0,4,50.0,0,114.0,5,4
1,2,87.0,2,140.0,5,10
3,4,78.0,1,189.0,1,7
0,0,79.0,1,197.0,6,1
1,2,17.0,0,282.0,6,7
2,3,35.0,1,263.0,2,9
0,0,12.0,2,482.0,6,4
0,0,98.0,2,437.0,5,1
0,1,17.0,2,458.0,3,10
1,4,96.0,1,180.0,1,3
0,4,46.0,2,266.0,2,4
0,4,14.0,2,369.0,5,3
3,1,18.0,2,126.0,0,2
3,1,56.0,0,470.0,1,9
2,3,80.0,1,293.0,0,8
0,2,87.0,0,172.0,2,7
3,4,34.0,1,98.0,2,11
3,0,39.0,0,268.0,4,2
1,2,28.0,2,248.0,3,8
0,0,69.0,1,455.0,6,6
2,1,39.0,1,346.0,6,2
1,2,98.0,1,289.0,5,1
2,0,51.0,0,81.0,1,4
0,1,62.0,0,169.0,1,1
0,1,61.0,0,474.0,3,12
1,2,54.0,2,91.0,1,7
1,1,92.0,1,449.0,5,7
2,4,49.0,2,136.0,4,2
3,0,70.0,2,178.0,2,1
3,3,95.0,1,496.0,6,10
1,4,60.0,2,479.0,2,12
2,4,50.0,1,209.0,4,12
1,0,85.0,1,473.0,3,10
3,0,27.0,1,56.0,0,2
0,2,83.0,0,281.0,0,10
0,0,26.0,2,402.0,5,1
1,4,70.0,1,274.0,6,10
2,1,75.0,1,406.0,0,4
0,0,18.0,2,257.0,1,1
1,0,77.0,0,317.0,0,9
2,3,92.0,2,274.0,0,4
1,3,62.0,0,336.0,0,9
2,3,84.0,2,481.0,5,8
2,4,77.0,2,322.0,2,11
1,2,96.0,2,78.0,5,1
3,1,39.0,0,476.0,4,4
2,3,25.0,2,139.0,5,4
3,1,54.0,1,50.0,6,6
3,1,28.0,2,98.0,1,11
1,0,49.0,2,60.0,6,4
2,0,77.0,2,373.0,2,4
1,4,80.0,0,447.0,3,10
3,0,60.0,1,199.0,2,4
2,4,11.0,0,355.0,4,7
2,0,38.0,0,99.0,5,5
2,1,43.0,2,297.0,4,7
3,0,92.0,0,276.0,6,9
2,1,65.0,1,364.0,3,2
3,2,74.0,1,131.0,3,4
3,1,26.0,2,271.0,1,1
2,0,98.0,0,394.0,1,7
1,3,34.0,0,53.0,6,4
1,4,74.0,0,486.0,3,11
2,0,66.0,2,228.0,6,7
3,4,60.0,2,432.0,6,7
2,3,79.0,1,295.0,4,3
3,1,40.0,1,417.0,4,4
0,0,44.0,2,492.0,1,4
0,1,46.0,1,291.0,3,10
1,4,53.0,1,431.0,4,3
3,3,70.0,2,329.0,2,3
3,2,50.0,1,192.0,1,2
0,1,40.0,1,224.0,3,4
1,1,78.0,1,350.0,5,6
1,2,40.0,2,114.0,2,12
3,2,61.0,2,234.0,3,6
0,4,14.0,2,398.0,4,5
2,3,35.0,0,487.0,0,8
1,3,75.0,0,468.0,6,9
1,4,42.0,2,343.0,4,3
3,4,45.0,1,334.0,4,8
1,3,77.0,2,164.0,5,11
2,0,46.0,0,355.0,6,10
1,4,24.0,0,391.0,0,4
3,0,77.0,0,208.0,3,7
1,2,75.0,2,372.0,5,1
2,0,28.0,1,376.0,2,7
1,1,42.0,0,147.0,5,6
0,2,84.0,0,351.0,4,8
2,2,86.0,1,255.0,3,4
1,0,69.0,1,399.0,3,8
1,3,60.0,2,498.0,1,6
3,1,90.0,0,238.0,4,8
3,1,44.0,2,436.0,6,7
1,3,27.0,1,300.0,6,4
3,1,30.0,2,286.0,6,6
3,1,60.0,1,285.0,5,3
1,2,14.0,0,111.0,0,5
2,3,34.0,2,242.0,3,2
2,0,23.0,1,406.0,4,1
0,4,29.0,1,457.0,0,10
0,2,16.0,1,297.0,4,5
1,1,32.0,0,417.0,1,7
2,0,60.0,1,404.0,0,1
2,0,28.0,2,217.0,2,3
2,3,67.0,2,384.0,5,5
1,1,53.0,2,241.0,1,9
3,4,45.0,2,470.0,4,4
2,2,23.0,1,363.0,1,2
3,0,36.0,1,309.0,6,2
3,0,18.0,1,436.0,2,9
0,0,15.0,2,482.0,2,11
1,4,96.0,1,140.0,3,7
3,3,59.0,0,482.0,1,4
2,0,42.0,1,204.0,3,3
3,4,75.0,0,240.0,3,4
1,3,11.0,2,400.0,5,3
2,2,54.0,0,363.0,5,5
3,3,34.0,2,118.0,4,9
1,4,99.0,0,56.0,3,8
0,0,44.0,1,194.0,1,11
1,1,12.0,1,306.0,2,8
3,0,57.0,0,246.0,3,3
1,1,49.0,2,338.0,6,8
0,4,35.0,0,107.0,1,6
2,3,46.0,2,326.0,0,8
1,4,75.0,1,154.0,4,6
1,3,53.0,1,491.0,3,5
2,1,34.0,1,90.0,3,6
3,1,34.0,2,316.0,0,4
2,4,28.0,0,145.0,3,2
1,0,66.0,2,303.0,2,8
1,0,37.0,0,360.0,5,1
1,2,62.0,1,397.0,1,12
2,2,47.0,0,88.0,4,5
1,2,28.0,0,83.0,2,10
2,2,22.0,2,420.0,2,7
0,0,54.0,2,224.0,1,7
2,2,10.0,2,198.0,6,1
0,2,34.0,0,97.0,4,10
3,3,19.0,0,195.0,4,7
3,1,58.0,2,430.0,2,4
1,1,19.0,1,90.0,4,9
2,2,30.0,2,210.0,3,3
2,4,18.0,2,438.0,5,10
0,2,41.0,0,108.0,5,1
2,2,42.0,2,377.0,0,2
3,4,55.0,0,355.0,1,7
1,1,17.0,2,342.0,2,8
0,4,54.0,0,91.0,1,8
1,3,11.0,2,213.0,5,5
3,4,27.0,1,465.0,1,10
3,3,85.0,1,226.0,2,8
1,4,54.0,1,421.0,2,2
2,0,82.0,2,203.0,4,8
3,4,99.0,1,339.0,6,2
3,0,13.0,2,154.0,3,11
1,0,10.0,2,449.0,2,1
1,4,94.0,2,355.0,0,9
0,0,94.0,2,151.0,6,3
3,2,54.0,0,90.0,3,7
3,3,45.0,1,299.0,4,11
3,3,18.0,0,310.0,4,12
2,3,28.0,2,204.0,3,6
2,2,15.0,1,215.0,2,6
3,1,44.0,2,425.0,2,9
2,4,91.0,2,378.0,5,1
3,2,25.0,1,144.0,6,1
2,0,79.0,1,443.0,6,1
1,4,84.0,1,53.0,5,1
2,3,94.0,1,436.0,5,11
3,0,31.0,0,88.0,3,12
2,0,45.0,0,174.0,5,7
2,3,97.0,2,300.0,4,3
3,4,63.0,0,463.0,3,12
1,3,26.0,1,95.0,3,6
1,1,77.0,1,151.0,3,11
1,3,30.0,1,64.0,5,2
2,4,55.0,2,483.0,0,9
2,1,96.0,2,279.0,5,3
1,2,58.0,0,202.0,2,5
0,4,55.0,1,399.0,5,4
3,0,83.0,2,461.0,3,2
2,0,51.0,0,245.0,6,7
3,0,97.0,2,178.0,6,1
0,4,58.0,2,431.0,1,11
0,0,79.0,2,352.0,0,6
3,3,34.0,1,374.0,5,5
3,4,100.0,2,164.0,2,4
0,0,65.0,1,394.0,3,4
2,4,31.0,1,201.0,6,1
2,3,41.0,0,247.0,4,7
2,2,21.0,0,225.0,6,1
1,1,83.0,2,156.0,6,2
3,2,31.0,2,448.0,4,12
1,2,45.0,1,52.0,0,11
0,0,49.0,2,92.0,2,8
0,0,40.0,1,317.0,3,10
0,3,88.0,1,152.0,6,6
0,4,91.0,2,129.0,0,7
1,0,15.0,1,450.0,3,5
3,1,16.0,2,359.0,1,12
1,3,50.0,0,400.0,2,5
2,1,35.0,0,52.0,4,10
3,1,20.0,0,285.0,5,4
2,0,63.0,0,167.0,2,3
2,2,10.0,1,440.0,4,5
1,1,26.0,2,462.0,6,11
3,2,66.0,2,142.0,1,2
2,0,41.0,0,263.0,6,8
2,4,44.0,1,290.0,0,7
0,3,92.0,0,205.0,3,10
3,0,28.0,1,422.0,2,7
1,3,18.0,1,352.0,2,10
2,3,34.0,1,286.0,0,5
1,3,84.0,1,51.0,5,1
3,3,99.0,2,421.0,5,1
3,4,58.0,0,392.0,4,1
2,0,58.0,2,373.0,2,4
3,2,60.0,2,377.0,3,1
3,1,10.0,0,171.0,2,1
0,4,85.0,1,186.0,3,1
0,3,85.0,1,177.0,2,11
2,4,87.0,1,474.0,1,11
2,3,72.0,2,399.0,6,8
3,4,67.0,2,57.0,5,1
1,1,48.0,2,397.0,1,10
0,1,67.0,2,362.0,6,4
2,4,33.0,1,291.0,3,3
1,4,98.0,0,240.0,5,3
2,2,25.0,2,274.0,2,3
0,2,18.0,2,443.0,5,2
0,2,58.0,2,406.0,1,3
0,1,31.0,0,293.0,4,12
3,3,66.0,1,414.0,6,7
1,3,35.0,0,290.0,3,2
0,3,30.0,0,302.0,5,6
2,2,81.0,2,324.0,0,9
1,2,37.0,2,289.0,3,1
2,1,74.0,1,193.0,1,9
3,2,35.0,1,494.0,3,12
0,1,56.0,0,458.0,0,6
1,1,69.0,2,475.0,6,7
0,1,83.0,0,356.0,3,2
2,4,62.0,2,322.0,0,8
2,2,89.0,0,221.0,0,3
1,1,80.0,0,496.0,4,8
3,1,62.0,2,461.0,5,1
3,4,88.0,2,165.0,0,1
0,4,91.0,2,424.0,5,7
1,2,36.0,2,205.0,1,1
3,0,40.0,0,224.0,3,9
3,3,81.0,2,499.0,0,12
1,4,46.0,2,83.0,6,8
0,1,75.0,2,145.0,6,9
0,3,13.0,1,65.0,3,9
2,4,78.0,0,287.0,5,8
1,2,78.0,0,375.0,4,2
0,0,29.0,1,431.0,5,9
0,2,78.0,1,216.0,0,7
1,2,58.0,1,234.0,6,11
2,2,81.0,1,68.0,5,6
3,3,62.0,1,256.0,2,3
1,4,51.0,1,51.0,2,7
0,1,85.0,1,153.0,4,1
1,0,66.0,1,474.0,6,2
3,2,73.0,2,342.0,5,9
2,0,67.0,2,361.0,4,4
0,4,16.0,2,196.0,1,5
1,0,30.0,0,405.0,5,1
2,3,80.0,1,468.0,6,1
0,1,10.0,1,286.0,1,12
1,1,88.0,2,286.0,1,11
2,0,42.0,0,261.0,0,3
1,0,65.0,2,215.0,6,9
1,2,60.0,0,100.0,2,3
2,2,26.0,0,134.0,2,3
0,4,21.0,1,80.0,1,2
0,1,14.0,0,92.0,5,11
2,3,51.0,2,159.0,4,2
2,1,89.0,1,410.0,6,6
2,3,21.0,2,185.0,4,12
3,0,39.0,2,314.0,4,8
1,3,59.0,2,50.0,1,12
2,3,60.0,1,210.0,2,2
1,2,12.0,2,251.0,5,8
3,0,23.0,2,129.0,4,10
1,1,29.0,1,359.0,2,7
0,3,68.0,0,380.0,0,8
2,0,96.0,0,471.0,1,9
1,3,34.0,1,151.0,3,7
1,3,59.0,0,344.0,1,6
1,1,79.0,1,287.0,4,11
3,2,64.0,1,295.0,2,1
3,4,22.0,0,196.0,4,3
0,2,66.0,1,394.0,3,1
1,3,73.0,1,410.0,1,2
0,0,87.0,0,475.0,6,9
0,3,91.0,0,351.0,5,1
1,2,62.0,2,257.0,3,7
3,1,11.0,2,135.0,6,1
3,0,39.0,1,140.0,2,9
2,2,23.0,2,234.0,2,7
3,4,23.0,0,349.0,2,1
3,2,35.0,2,477.0,3,1
2,3,14.0,1,293.0,4,1
3,1,75.0,1,113.0,0,8
1,1,34.0,1,315.0,5,12
2,3,33.0,0,98.0,6,10
3,2,85.0,0,88.0,0,2
2,1,41.0,2,128.0,1,11
3,1,77.0,2,284.0,2,4
3,1,14.0,0,348.0,3,12
3,0,78.0,1,383.0,4,5
0,4,10.0,1,170.0,5,11
0,3,96.0,1,379.0,3,9
2,4,48.0,0,265.0,6,1
3,1,92.0,1,445.0,1,12
1,4,19.0,0,350.0,0,8
2,2,76.0,1,397.0,2,6
0,1,94.0,2,239.0,6,2
2,2,27.0,2,291.0,6,12
0,1,11.0,0,130.0,5,2
1,2,79.0,2,104.0,2,11
2,2,94.0,1,374.0,3,12
1,4,29.0,2,241.0,0,2
3,3,79.0,1,444.0,6,5
2,2,40.0,1,162.0,2,6
3,0,27.0,1,196.0,1,1
2,2,47.0,0,79.0,4,8
1,1,68.0,0,190.0,6,11
3,0,13.0,0,68.0,0,3
3,4,69.0,0,486.0,6,4
2,1,31.0,2,131.0,2,8
3,2,83.0,1,334.0,6,6
1,2,36.0,0,352.0,4,12
0,3,31.0,0,126.0,6,5
0,0,98.0,2,191.0,1,2
3,2,47.0,1,137.0,1,4
0,2,84.0,2,362.0,3,5
1,3,33.0,1,291.0,6,6
2,4,61.0,2,81.0,0,9
0,3,26.0,0,58.0,4,5
3,2,61.0,0,82.0,6,2
3,2,92.0,0,368.0,5,1
3,1,60.0,2,433.0,3,2
0,0,20.0,0,489.0,1,1
1,4,48.0,2,419.0,6,6
0,1,20.0,0,311.0,0,7
1,3,81.0,1,239.0,6,6
0,0,93.0,2,356.0,2,5
3,4,75.0,2,431.0,4,10
3,2,82.0,0,108.0,6,12
3,2,28.0,0,216.0,6,1
3,2,39.0,0,422.0,2,2
1,1,95.0,2,256.0,5,10
2,2,84.0,2,101.0,4,6
1,1,53.0,2,110.0,5,4
2,0,17.0,2,86.0,1,8
2,0,59.0,1,365.0,3,1
2,3,60.0,0,319.0,2,11
0,3,80.0,2,238.0,1,3
1,4,59.0,0,456.0,0,5
0,1,96.0,1,127.0,6,1
2,0,65.0,0,244.0,5,6
0,4,49.0,1,421.0,2,12
1,4,100.0,1,85.0,1,10
3,2,56.0,1,266.0,6,1
2,3,54.0,2,354.0,3,1
3,0,72.0,0,120.0,4,1
1,4,16.0,1,234.0,2,6
1,1,64.0,0,474.0,3,4
2,2,25.0,0,321.0,6,4
2,4,36.0,1,237.0,2,7
3,2,21.0,0,428.0,3,2
1,3,74.0,0,192.0,4,2
0,3,26.0,0,98.0,6,6
3,1,59.0,1,485.0,4,2
0,4,25.0,1,230.0,4,9
0,1,12.0,2,335.0,2,4
3,3,91.0,2,318.0,5,3
2,4,92.0,1,209.0,3,10
3,2,30.0,0,255.0,2,5
1,2,85.0,2,71.0,1,2
2,4,73.0,1,176.0,0,12
2,2,53.0,2,483.0,2,1
2,1,32.0,1,325.0,3,3
3,1,78.0,1,64.0,2,1
2,3,33.0,0,350.0,1,9
3,4,95.0,1,410.0,0,4
3,3,84.0,1,75.0,3,1
3,4,59.0,1,163.0,5,3
0,1,20.0,2,192.0,3,3
3,1,27.0,2,255.0,2,6
2,2,16.0,1,177.0,1,11
3,1,80.0,1,467.0,2,8
2,0,71.0,0,393.0,4,2
1,1,96.0,1,246.0,0,9
2,3,37.0,0,84.0,0,6
2,4,63.0,1,381.0,5,8
0,2,27.0,0,408.0,5,3
2,1,33.0,1,133.0,3,3
1,0,26.0,1,348.0,3,1
0,3,16.0,0,219.0,0,9
1,4,12.0,2,391.0,2,4
3,2,54.0,1,140.0,1,5
1,3,20.0,1,244.0,3,1
2,4,52.0,0,153.0,1,5
2,0,26.0,0,484.0,4,4
3,1,70.0,2,417.0,1,1
0,2,91.0,1,203.0,1,2
1,3,98.0,2,175.0,1,2
1,3,79.0,0,108.0,1,11
2,1,48.0,1,105.0,6,1
1,0,38.0,1,320.0,6,12
3,0,30.0,0,160.0,2,2
0,0,71.0,2,292.0,3,3
2,2,66.0,2,362.0,4,11
0,3,59.0,1,314.0,4,1
3,4,86.0,0,74.0,6,4
0,3,73.0,1,225.0,3,2
1,2,45.0,0,260.0,4,2
0,1,91.0,1,118.0,2,8
1,0,84.0,0,467.0,5,11
1,0,46.0,1,102.0,3,1
2,1,74.0,0,437.0,4,5
0,4,90.0,1,97.0,1,3
3,3,92.0,1,471.0,3,1
2,0,98.0,0,160.0,3,1
0,3,83.0,0,83.0,0,5
1,3,81.0,1,338.0,4,4
3,3,13.0,1,119.0,4,1
2,0,58.0,1,499.0,4,2
0,0,98.0,2,231.0,4,9
0,0,53.0,1,333.0,3,10
3,0,47.0,1,393.0,6,3
0,3,85.0,0,404.0,3,7
3,3,53.0,0,160.0,0,11
3,1,29.0,1,84.0,1,7
0,1,94.0,1,142.0,6,3
2,0,13.0,1,409.0,6,8
1,3,40.0,1,174.0,0,4
1,2,70.0,1,82.0,4,9
3,1,85.0,2,58.0,2,1
1,0,88.0,0,73.0,5,12
3,3,27.0,2,500.0,1,6
3,4,30.0,1,137.0,4,6
2,1,11.0,1,107.0,0,5
0,1,14.0,2,343.0,2,3
2,2,36.0,2,403.0,6,11
2,0,84.0,2,474.0,6,5
2,1,24.0,1,397.0,0,7
2,4,90.0,2,242.0,0,8
0,3,44.0,2,386.0,3,1
0,0,78.0,1,302.0,2,2
3,4,52.0,1,299.0,0,8
2,2,78.0,0,498.0,4,9
1,4,32.0,2,126.0,4,11
0,2,42.0,2,372.0,5,3
0,3,46.0,1,65.0,5,5
0,0,29.0,0,195.0,3,10
3,2,36.0,1,113.0,3,11
2,1,70.0,0,424.0,0,2
0,1,31.0,0,268.0,4,1
3,2,13.0,0,493.0,2,11
2,2,24.0,1,389.0,3,10
1,3,95.0,0,384.0,0,1
3,0,68.0,1,110.0,4,9
0,0,89.0,2,471.0,5,5
3,2,60.0,1,279.0,2,8
0,4,76.0,1,273.0,0,2
0,4,83.0,2,414.0,0,5
3,1,48.0,0,496.0,6,4
2,0,46.0,2,216.0,5,4
0,2,14.0,2,59.0,1,5
3,3,10.0,0,209.0,2,6
0,1,84.0,2,460.0,2,2
3,2,34.0,0,248.0,1,7
3,2,39.0,0,388.0,6,9
1,4,17.0,2,87.0,2,4
2,0,22.0,0,370.0,5,8
2,4,34.0,2,405.0,3,3
3,1,44.0,2,423.0,3,7
2,1,86.0,2,184.0,4,4
1,2,57.0,0,390.0,1,6
1,4,65.0,1,280.0,5,9
3,1,55.0,1,206.0,1,10
2,0,99.0,2,421.0,2,6
0,1,55.0,0,169.0,3,12
0,2,53.0,2,468.0,2,4
0,3,19.0,2,249.0,0,6
3,2,46.0,1,467.0,5,7
0,3,41.0,1,158.0,3,1
1,4,97.0,1,50.0,5,10
3,4,60.0,1,101.0,5,10
2,0,69.0,2,115.0,5,10
2,0,52.0,2,103.0,3,7
0,3,35.0,2,93.0,0,3
3,1,54.0,2,180.0,5,1
3,2,37.0,1,345.0,5,2
2,4,37.0,1,459.0,1,4
2,0,94.0,0,213.0,5,11
2,3,82.0,1,88.0,6,2
2,0,23.0,1,88.0,0,6
1,0,24.0,2,281.0,3,10
1,3,74.0,1,478.0,2,11
3,1,18.0,0,236.0,0,7
0,1,21.0,0,265.0,1,9
0,0,86.0,2,128.0,0,10
3,0,45.0,1,120.0,1,5
0,1,91.0,0,458.0,5,7
0,3,37.0,0,169.0,2,4
0,4,69.0,1,261.0,2,7
3,3,14.0,1,244.0,3,12
0,3,25.0,0,408.0,5,10
2,4,31.0,0,407.0,0,1
2,4,13.0,1,204.0,2,5
0,2,96.0,0,394.0,6,3
2,2,28.0,0,335.0,6,2
3,0,61.0,2,112.0,1,8
3,2,98.0,0,167.0,1,9
3,4,61.0,1,284.0,0,12
1,1,98.0,1,98.0,5,4
1,2,40.0,1,235.0,5,8
1,0,100.0,2,133.0,2,6
0,3,22.0,2,336.0,2,8
3,2,50.0,2,465.0,1,3
0,1,50.0,0,403.0,1,8
2,3,82.0,1,231.0,1,10
1,2,55.0,0,367.0,4,7
1,2,99.0,1,179.0,3,8
1,1,65.0,0,341.0,3,6
2,4,25.0,0,198.0,3,9
1,4,72.0,1,168.0,6,3
2,4,21.0,1,419.0,0,2
0,4,91.0,1,328.0,0,8
3,4,98.0,2,468.0,4,3
0,1,76.0,2,244.0,1,6
2,3,82.0,2,301.0,4,9
1,1,81.0,1,258.0,3,9
3,2,84.0,0,230.0,5,9
2,2,81.0,2,440.0,5,12
0,4,12.0,1,353.0,5,5
1,2,81.0,0,308.0,6,8
1,1,17.0,1,420.0,6,8
2,4,44.0,2,336.0,2,3
3,1,35.0,1,380.0,6,4
3,3,97.0,0,360.0,0,4
3,2,84.0,1,402.0,5,11
0,2,68.0,0,129.0,4,8
1,4,27.0,0,361.0,6,1
3,1,81.0,1,300.0,4,2
2,2,85.0,2,178.0,6,12
1,2,24.0,0,221.0,2,12
2,3,36.0,1,134.0,2,8
0,2,71.0,2,203.0,1,3
2,3,52.0,2,239.0,2,1
3,2,48.0,1,255.0,1,12
2,4,73.0,2,141.0,0,4
2,3,20.0,2,281.0,1,11
1,0,75.0,2,311.0,1,9
1,2,75.0,2,203.0,0,2
3,0,81.0,2,93.0,4,2
3,1,62.0,0,461.0,3,9
3,3,17.0,0,347.0,6,12
2,3,10.0,0,95.0,6,1
0,1,57.0,1,467.0,2,6
0,2,75.0,1,206.0,3,5
3,0,36.0,2,160.0,3,12
2,0,17.0,0,354.0,1,12
2,4,90.0,1,125.0,5,1
1,3,60.0,1,268.0,4,3
0,4,18.0,0,377.0,2,6
2,4,25.0,2,99.0,2,3
3,2,39.0,0,132.0,2,7
2,0,92.0,2,334.0,4,4
0,4,82.0,0,64.0,6,2
0,2,51.0,0,123.0,2,4
2,2,16.0,0,485.0,2,6
1,2,89.0,0,190.0,3,3
1,1,74.0,0,174.0,0,5
0,4,70.0,0,433.0,3,4
2,4,13.0,2,445.0,4,2
0,3,73.0,0,424.0,4,4
2,3,52.0,0,460.0,5,9
0,2,33.0,2,221.0,4,2
0,4,17.0,0,310.0,0,12
0,3,56.0,1,268.0,1,5
1,0,11.0,2,410.0,4,12
3,3,22.0,1,167.0,1,4
